article_id,publish_date,title,section,author,format_type,topic,word_count,headline_length,paywalled
304,2023-08-29,Results Discovery Climate Climate Innovation Crash Study Announces,culture,Jane Johnson,opinion,culture,1010,66,0
305,2023-01-24,Election Breaking Innovation,tech,Emma Smith,news,tech,905,28,1
306,2024-11-09,News Election Government Discovery Politics Politics Announces,science,Robert Martinez,analysis,science,402,62,0
307,2023-02-06,Science Announces World Crash Discovery,tech,Sarah Jones,opinion,tech,334,39,0
308,2024-11-16,Discovery Study Crash Politics Politics,business,David Davis,feature,business,1661,39,0
309,2024-07-19,Science New Discovery Crash Government Climate World,world,Sarah Brown,analysis,world,325,52,0
310,2023-01-19,Business Change Science Business New,science,Emma Williams,news,science,1480,36,0
311,2024-01-13,Reveals Climate Innovation New Reveals Results Business Election,politics,Michael Miller,opinion,politics,345,64,0
312,2024-07-02,Giant Reveals Change Results,business,Anna Davis,opinion,business,1068,28,0
313,2023-02-17,Business Results Tech Change,world,Sarah Garcia,analysis,world,1479,28,0
314,2024-04-08,Announces Giant Crash,world,James Martinez,feature,world,1607,21,1
315,2024-01-28,Change Culture Innovation Election Crash,culture,Lisa Johnson,news,culture,1688,40,1
316,2024-10-31,Innovation Business Breaking News,science,Anna Williams,feature,science,846,33,0
317,2023-11-07,Politics Climate Giant Reveals Giant New,business,Jane Smith,opinion,business,1030,40,0
318,2023-07-08,Science Discovery Market Science,culture,Anna Rodriguez,news,culture,952,32,1
319,2023-02-07,Politics Giant New News Market,tech,Robert Rodriguez,analysis,tech,1867,30,1
320,2023-11-15,Study Politics Market Reveals Discovery Announces,culture,Lisa Johnson,opinion,culture,1554,49,0
321,2024-11-16,Politics World Market Change Government,politics,Michael Davis,opinion,politics,1002,39,0
322,2025-04-25,New Change Reveals Science Election,business,Michael Martinez,analysis,business,619,35,1
323,2023-04-30,Crash Reveals Breaking Crash,tech,Michael Rodriguez,feature,tech,1472,28,0
324,2024-12-12,Tech World Business New Reveals Politics Innovation World,culture,John Smith,feature,culture,1138,57,0
325,2024-03-16,Announces New Innovation Discovery Politics Study,business,Michael Garcia,feature,business,1879,49,1
326,2024-08-21,Election Breaking Change Culture,tech,Jane Brown,feature,tech,990,32,1
327,2023-03-13,Breaking Innovation Business Reveals New Change Breaking Breaking,politics,Emma Williams,news,politics,1400,65,1
328,2024-12-14,Announces Breaking Change Discovery Giant,science,Jane Smith,feature,science,1748,41,0
329,2024-11-07,News Crash Change World Reveals Election Results Results,tech,David Miller,opinion,tech,1237,56,0
330,2023-03-22,Government Discovery Innovation Culture Climate Breaking Business Change,tech,James Smith,analysis,tech,1297,72,0
331,2025-12-14,Science Business Tech,world,Sarah Smith,opinion,world,1970,21,0
332,2023-05-14,Election Election Science,world,David Williams,analysis,world,800,25,0
333,2024-02-28,News News Culture Tech Culture New Science Market,tech,John Garcia,news,tech,743,49,0
334,2025-01-25,Innovation New News Tech Discovery Innovation,science,Lisa Smith,opinion,science,1688,45,1
335,2023-01-06,Culture New Innovation,tech,Michael Martinez,news,tech,1713,22,0
336,2025-05-28,Announces Government World Giant Business Politics Science Market,culture,Michael Garcia,opinion,culture,333,65,1
337,2024-10-29,Crash Science New World,politics,Michael Miller,opinion,politics,720,23,0
338,2023-02-18,Election Election Election Giant Giant Giant Culture News,science,Jane Williams,opinion,science,1629,57,0
339,2023-07-12,Discovery Election News Breaking,politics,Michael Davis,opinion,politics,1233,32,0
340,2024-12-09,Breaking Science Government Politics Breaking Culture,politics,Emma Johnson,news,politics,1959,53,0
341,2024-04-03,Breaking Climate New Change,business,David Smith,analysis,business,344,27,1
342,2023-10-30,Science New Science Science Market Market Market,science,David Johnson,feature,science,1365,48,0
343,2025-06-16,Results Study Tech,business,Robert Smith,analysis,business,1299,18,0
344,2023-07-09,Discovery Study News Crash Crash News Crash,world,John Martinez,news,world,1860,43,0
345,2023-07-10,Climate Culture Discovery,science,Jane Martinez,feature,science,244,25,0
346,2024-03-21,News World Reveals World Results Study Crash,science,Lisa Jones,analysis,science,200,44,1
347,2023-04-29,News Market Crash Business Change Science Change Business,science,Sarah Davis,opinion,science,664,57,0
348,2025-12-18,Discovery Market Results,world,Lisa Jones,opinion,world,1003,24,0
349,2025-03-27,World Climate Change Science,business,Michael Martinez,feature,business,628,28,0
350,2023-03-02,Change New Tech New,tech,Robert Miller,opinion,tech,526,19,1
351,2023-04-25,Innovation Business Business Election Giant Crash Business,tech,Robert Smith,analysis,tech,1003,58,1
352,2025-07-18,New Discovery Business News Climate Climate Breaking New,culture,John Davis,news,culture,1108,56,0
353,2025-08-07,Tech Business Study Politics,business,Sarah Williams,analysis,business,601,28,1
354,2024-11-28,New Tech Tech Crash,world,Anna Williams,opinion,world,955,19,0
355,2025-09-09,Breaking Reveals Science Market Innovation,politics,John Davis,news,politics,582,42,0
356,2025-01-27,Election Giant News Results Reveals Study Politics Tech,tech,Michael Rodriguez,feature,tech,933,55,1
357,2025-09-19,Tech Innovation Crash Announces,world,Michael Jones,analysis,world,1035,31,0
358,2025-08-04,Announces Announces Tech Science Election,tech,James Williams,feature,tech,1043,41,0
359,2024-11-20,Reveals Election Science Reveals Politics Reveals Science Study,culture,Sarah Brown,opinion,culture,614,63,0
360,2023-09-08,Innovation Discovery New,tech,Michael Jones,news,tech,1477,24,1
361,2024-07-13,Science Election Breaking Market,world,Sarah Jones,news,world,934,32,1
362,2024-10-04,Science Study Science,world,John Brown,news,world,493,21,1
363,2024-06-28,Discovery Breaking New Reveals News Government,business,John Johnson,opinion,business,1969,46,1
364,2025-09-16,Study New Announces Science Change,politics,Emma Brown,opinion,politics,630,34,0
365,2023-06-11,Government Culture Government,culture,David Johnson,opinion,culture,1781,29,0
366,2024-07-29,Reveals Innovation Study Innovation Giant Innovation News New,politics,James Martinez,opinion,politics,427,61,0
367,2023-06-17,Announces Science New Business News,science,David Rodriguez,analysis,science,1156,35,0
368,2025-02-26,Crash Change Study New Tech,world,Sarah Smith,analysis,world,1778,27,1
369,2023-03-19,Election Results Business Giant Market Market Election,politics,Anna Miller,analysis,politics,1705,54,1
370,2024-10-26,World Crash Change Discovery Market World Breaking,science,John Martinez,news,science,1296,50,0
371,2024-03-20,Giant Study Discovery,science,Jane Johnson,news,science,1487,21,1
372,2025-09-21,Politics Breaking Reveals News,science,Anna Williams,news,science,1472,30,0
373,2023-04-05,New Government Government Culture,world,Anna Garcia,feature,world,647,33,0
374,2024-01-14,Crash Giant New Crash Reveals Results Announces Discovery,world,Emma Davis,analysis,world,1198,57,0
375,2023-08-09,Culture Breaking Science News Innovation Election,business,John Smith,news,business,723,49,0
376,2024-11-26,Politics Study Reveals Breaking,politics,Michael Johnson,opinion,politics,1075,31,0
377,2024-09-11,Politics World Discovery World Tech Giant Giant,science,John Brown,news,science,1807,47,1
378,2024-03-23,News World Science Crash Innovation Government,politics,David Smith,analysis,politics,707,46,0
379,2023-08-30,Change Innovation Culture,culture,Robert Garcia,news,culture,502,25,0
380,2025-07-15,World Reveals Innovation World Business Climate World,world,David Garcia,feature,world,492,53,0
381,2025-03-24,Breaking Announces World,world,Lisa Martinez,news,world,1092,24,0
382,2025-07-14,Study Business Culture,world,John Brown,opinion,world,1036,22,0
383,2024-02-11,Government Reveals Announces Discovery Reveals Change Market World,business,Michael Brown,news,business,890,66,0
384,2023-08-17,World Giant Tech Culture Study,science,Jane Garcia,news,science,1104,30,0
385,2025-02-23,Crash Business Change Innovation,politics,John Williams,opinion,politics,1233,32,1
386,2024-11-29,Culture Results Innovation Results Tech Results,politics,Sarah Miller,analysis,politics,1127,47,0
387,2025-11-12,Election Culture Crash Results,science,David Smith,feature,science,501,30,0
388,2023-08-06,Business Business News Politics World,tech,Anna Miller,news,tech,1012,37,0
389,2024-10-09,Culture Study Business,science,Jane Rodriguez,analysis,science,458,22,1
390,2023-03-20,Election Announces Innovation,tech,David Williams,news,tech,1157,29,1
391,2023-08-25,Politics Giant News Results,science,James Davis,news,science,1192,27,0
392,2024-08-01,Tech Business Science Business,politics,Emma Garcia,news,politics,499,30,0
393,2025-07-17,Crash Crash Tech Study New Announces Results Science,science,Robert Johnson,feature,science,536,52,0
394,2024-02-26,News Business Breaking,business,David Williams,opinion,business,1305,22,0
395,2024-05-07,Announces Tech Science,world,John Rodriguez,news,world,1412,22,1
396,2024-12-30,World Business Change World Government Market,tech,David Davis,analysis,tech,1552,45,0
397,2023-07-28,Crash Crash New,science,John Martinez,news,science,1481,15,0
398,2024-08-21,Change Climate Change Change Change Giant,science,James Smith,analysis,science,323,41,1
399,2025-05-26,Politics Climate Tech,tech,Emma Johnson,analysis,tech,547,21,0
400,2023-12-24,Reveals Giant Reveals Reveals Market,culture,Emma Smith,analysis,culture,1354,36,1
401,2025-11-30,Giant Business Announces,politics,David Martinez,news,politics,488,24,0
402,2025-06-22,Crash Government Breaking Study Giant,politics,Michael Jones,feature,politics,1059,37,1
403,2025-04-27,Giant Announces Discovery,politics,Jane Williams,news,politics,927,25,0
404,2025-06-04,New News Market Discovery Market Giant Breaking,politics,Lisa Jones,news,politics,1835,47,0
405,2024-03-25,Breaking New Market Discovery Market Study Politics Culture,culture,David Williams,news,culture,1705,59,0
406,2024-01-31,Science Science Study,tech,Jane Davis,opinion,tech,1444,21,0
407,2024-09-30,Election Reveals World Business Science Crash Market News,politics,James Brown,analysis,politics,680,57,0
408,2023-02-10,Giant Study Announces New Politics Election,politics,James Davis,analysis,politics,972,43,0
409,2023-07-20,World Politics New World Tech News,world,Robert Brown,feature,world,1520,34,0
410,2023-02-21,Market Results Market Breaking Announces Announces,business,Michael Garcia,opinion,business,201,50,0
411,2023-03-08,Climate Reveals Breaking Innovation Discovery Culture,politics,David Davis,news,politics,718,53,1
412,2024-11-10,News Market News Government Election,tech,Emma Williams,feature,tech,1888,36,1
413,2024-07-30,Discovery News Change Results,culture,Lisa Garcia,opinion,culture,1971,29,0
414,2024-04-01,Innovation Results Culture Study Reveals Giant Government,world,Emma Williams,analysis,world,1666,57,0
415,2025-10-11,Breaking Reveals Politics,science,Sarah Davis,analysis,science,463,25,0
416,2025-11-09,Results Science Climate New,politics,Jane Martinez,news,politics,927,27,0
417,2023-05-04,Study Government News Breaking Tech Climate,tech,Michael Garcia,opinion,tech,1993,43,1
418,2024-08-14,World Crash Politics News Announces Business Election Science,science,John Brown,opinion,science,1413,61,0
419,2025-01-09,Climate Government Change Science Reveals Business,business,Robert Jones,news,business,1581,50,0
420,2023-02-14,Science Election World Announces Study,world,David Smith,opinion,world,638,38,0
421,2023-04-01,New Culture Study,world,Michael Garcia,opinion,world,777,17,0
422,2024-10-14,Change Science Market Politics Business,world,Anna Rodriguez,news,world,514,39,1
423,2024-08-28,Innovation New Study Tech Tech Business,tech,Lisa Jones,opinion,tech,1407,39,0
424,2023-05-07,Government Crash Business,tech,Emma Williams,opinion,tech,377,25,0
425,2025-10-28,Business Study World Reveals Politics Discovery Results,tech,Robert Jones,feature,tech,1168,55,0
426,2025-04-18,Culture Election Politics Election Politics News Study Change,politics,Emma Garcia,news,politics,1505,61,0
427,2024-08-17,Crash Innovation Business New Change Change,world,Anna Williams,news,world,561,43,0
428,2025-01-16,Election Results Government Government,business,David Brown,feature,business,1890,38,0
429,2024-05-13,Study Election World,science,Emma Martinez,news,science,587,20,0
430,2024-08-21,Politics Market Results Crash World Change World Government,world,Anna Johnson,analysis,world,428,59,0
431,2025-07-19,Change News Announces Climate,business,Anna Martinez,opinion,business,1030,29,0
432,2025-06-20,Announces Discovery Breaking Business Results Change Discovery,culture,Michael Williams,analysis,culture,1717,62,0
433,2023-03-12,Market Culture Culture,world,Lisa Martinez,feature,world,1987,22,1
434,2023-03-22,News New Market Results Market,world,Anna Johnson,analysis,world,519,30,0
435,2025-02-14,Announces Market Business Innovation Study Announces,science,Sarah Johnson,opinion,science,785,52,0
436,2025-05-25,Results World Reveals News Giant Announces Change,world,John Rodriguez,news,world,992,49,0
437,2025-06-14,Election News Climate Study Business,world,Sarah Davis,opinion,world,996,36,1
438,2025-09-23,Tech Politics Innovation Discovery New Election,world,Anna Garcia,analysis,world,1881,47,0
439,2023-09-27,Discovery Study Giant,science,Jane Garcia,feature,science,1737,21,0
440,2023-05-17,Discovery New Results New,world,James Williams,news,world,958,25,0
441,2024-11-03,Climate Crash Government Tech Reveals,business,James Williams,news,business,1617,37,0
442,2024-09-19,Change Culture Announces Innovation Study,tech,Emma Davis,analysis,tech,853,41,0
443,2025-12-05,Study Reveals Culture,politics,Robert Johnson,opinion,politics,1748,21,0
444,2023-03-05,Giant Results Giant Market Giant Discovery Tech,politics,Lisa Smith,feature,politics,1888,47,1
445,2024-06-14,Reveals Reveals Climate Business Crash New Innovation,business,John Davis,feature,business,247,53,0
446,2023-08-17,Study Breaking Results Climate Reveals Climate,culture,Sarah Rodriguez,feature,culture,1761,46,1
447,2025-04-15,Business Politics Climate,world,Emma Smith,news,world,1534,25,1
448,2024-08-24,Culture Study Giant Results Reveals,world,Anna Miller,news,world,573,35,1
449,2023-11-27,Market Tech Politics News,tech,Lisa Johnson,feature,tech,652,25,0
450,2025-06-19,Culture Innovation World Election Reveals,business,Lisa Garcia,feature,business,930,41,0
451,2024-05-16,Study Government Study Study Crash Results Culture,world,Sarah Martinez,news,world,911,50,0
452,2023-10-18,Reveals News Election,science,John Martinez,feature,science,1583,21,1
453,2025-01-12,Change Giant New Market Breaking Change World,science,Emma Martinez,opinion,science,1187,45,0
454,2025-04-08,Market Crash Election Innovation Business Climate,business,John Garcia,feature,business,362,49,0
455,2025-07-07,Science News Market Announces,business,Lisa Johnson,opinion,business,746,29,1
456,2024-12-29,Climate Giant New,politics,Emma Brown,news,politics,1791,17,0
457,2023-03-10,Breaking Results Government Announces Science Politics Climate Breaking,culture,Lisa Garcia,feature,culture,1093,71,0
458,2024-05-18,New Science Change Breaking,culture,Michael Rodriguez,opinion,culture,1921,27,0
459,2025-10-22,Announces Announces New Giant Innovation Giant Discovery,politics,John Rodriguez,analysis,politics,1735,56,0
460,2025-06-04,Election Breaking Breaking Market Science Breaking,politics,John Brown,opinion,politics,641,50,0
461,2025-02-24,New Culture Science Breaking Politics Reveals News,world,Jane Garcia,feature,world,1500,50,0
462,2025-05-04,News Crash Science Reveals News Change,politics,James Garcia,feature,politics,1056,38,0
463,2024-01-09,Crash Breaking World Reveals,science,John Rodriguez,news,science,421,28,0
464,2025-12-31,Discovery Business News New Crash Breaking Announces Reveals,politics,Michael Davis,opinion,politics,1599,60,0
465,2024-03-24,Crash Election Market Business Breaking,world,Emma Johnson,feature,world,414,39,0
466,2025-06-06,Politics Government New News Results Culture World Announces,tech,David Smith,analysis,tech,573,60,1
467,2025-08-28,Tech Crash Breaking Politics Change Climate Announces,politics,Anna Smith,analysis,politics,394,53,0
468,2023-12-01,Culture New Culture Giant,science,Anna Martinez,news,science,726,25,0
469,2025-08-10,New Giant Breaking Change Discovery Announces Tech Change,world,Emma Miller,feature,world,1924,57,1
470,2025-12-15,Innovation News Business Market Change,tech,Lisa Smith,analysis,tech,1272,38,0
471,2024-09-09,New Study News World Politics,business,James Garcia,news,business,458,29,0
472,2023-09-28,Reveals Government Business,world,Lisa Garcia,analysis,world,474,27,1
473,2023-07-26,Crash Results Business Business Breaking Results Innovation,business,Emma Davis,analysis,business,936,59,1
474,2024-03-11,Giant Politics Giant,business,Anna Williams,opinion,business,816,20,0
475,2025-05-25,Culture Discovery Breaking,science,Emma Jones,opinion,science,1506,26,0
476,2025-09-27,Business Market Business,science,Michael Brown,analysis,science,1499,24,0
477,2024-08-23,Culture Tech Government World Business,tech,James Brown,analysis,tech,1715,38,1
478,2024-01-22,Announces Crash Government Crash Innovation Science Crash,world,Michael Brown,analysis,world,895,57,0
479,2025-12-27,Tech Culture Results News,science,Sarah Williams,feature,science,680,25,1
480,2025-01-13,Market Giant Study,science,Emma Davis,feature,science,1591,18,0
481,2024-07-18,Crash Crash Business,politics,Robert Martinez,feature,politics,518,20,0
482,2025-03-02,Reveals Election Market,science,Anna Miller,opinion,science,1637,23,0
483,2025-01-11,Announces Discovery Science Government,business,Anna Johnson,feature,business,1558,38,0
484,2025-04-15,Tech Government Reveals Discovery World Discovery,politics,James Johnson,analysis,politics,1926,49,0
485,2024-06-06,New Innovation Crash Business Results Discovery Results,tech,Robert Garcia,analysis,tech,464,55,0
486,2024-08-08,Business Market Discovery Innovation World Discovery Breaking,culture,Anna Brown,analysis,culture,1489,61,1
487,2023-09-13,Crash News Results Election Giant New Government Politics,world,Emma Williams,opinion,world,895,57,0
488,2025-06-19,Business Culture News,tech,Anna Rodriguez,feature,tech,1732,21,1
489,2023-03-29,New Change Climate Discovery Breaking Market Giant Breaking,science,Lisa Davis,analysis,science,1065,59,1
490,2023-01-11,Politics Giant Reveals Culture Study Giant,business,Sarah Williams,feature,business,1108,42,0
491,2024-08-08,Announces Business World,politics,John Johnson,feature,politics,1241,24,0
492,2024-04-07,Breaking Market Tech Change Market Reveals World Reveals,business,Robert Rodriguez,news,business,635,56,0
493,2024-11-30,Science Innovation Breaking Government Politics New,politics,Emma Smith,news,politics,1286,51,1
494,2025-04-21,Science Government Politics Business Culture Market Crash Reveals,politics,Michael Jones,opinion,politics,380,65,0
495,2024-11-15,Election Results Tech Breaking,politics,Robert Davis,opinion,politics,1074,30,0
496,2023-10-07,Crash Announces News Politics Politics Government Reveals,science,Robert Garcia,feature,science,931,57,0
497,2025-03-13,Reveals Culture Crash Breaking Culture Innovation Business,politics,Michael Rodriguez,analysis,politics,1761,58,0
498,2023-08-30,Discovery Crash Business Politics Climate Innovation Election Discovery,science,Sarah Miller,opinion,science,1947,71,1
499,2025-02-16,Election Market Science Culture Announces Crash Breaking Breaking,politics,Lisa Brown,opinion,politics,1159,65,0
500,2025-12-23,Climate Politics Change Innovation Tech Crash,tech,David Williams,opinion,tech,1067,45,0
501,2023-06-21,Election Announces Business,science,Emma Miller,opinion,science,1164,27,0
502,2023-06-09,Tech Discovery Climate,world,James Miller,analysis,world,1177,22,0
503,2024-04-12,Results Election New Government Climate Giant,politics,John Davis,news,politics,1155,45,1
504,2025-07-17,Business Climate Market Breaking New Culture,politics,Sarah Johnson,opinion,politics,1223,44,0
505,2025-01-10,Giant Business Reveals Change,culture,Anna Martinez,opinion,culture,1485,29,0
506,2023-12-31,Study Giant News,world,John Miller,opinion,world,889,16,0
507,2024-08-13,Giant Crash Tech Culture,culture,Michael Martinez,feature,culture,1800,24,1
508,2025-04-13,Discovery New News Election Results Politics Market Government,tech,Anna Smith,analysis,tech,1893,62,1
509,2023-08-31,Discovery Science Change Crash Breaking,politics,Emma Rodriguez,feature,politics,1552,39,1
510,2024-06-18,Climate Breaking Announces Culture Crash Change Results Government,world,David Rodriguez,news,world,860,66,0
511,2025-03-03,Crash Politics Results Politics,culture,Robert Garcia,opinion,culture,1901,31,0
512,2025-09-08,Change Change Climate Science Election Innovation Culture,politics,David Davis,analysis,politics,384,57,1
513,2023-04-22,Politics Announces Climate Culture Giant World,business,Jane Johnson,news,business,1753,46,1
514,2024-03-31,Science Science Tech Business Announces Results Change,world,David Brown,analysis,world,238,54,0
515,2025-02-27,World Tech Market World Announces Politics Announces Results,tech,Robert Rodriguez,opinion,tech,276,60,1
516,2024-09-22,Discovery Discovery Breaking Crash Discovery Change,science,Jane Williams,analysis,science,738,51,0
517,2023-02-17,Innovation Giant Study Reveals Innovation Market Crash,tech,Robert Johnson,news,tech,1904,54,0
518,2025-08-26,Crash Breaking Tech Politics Study,politics,Lisa Davis,feature,politics,231,34,0
519,2024-04-26,Breaking Politics Business Climate Crash,science,Jane Martinez,feature,science,1899,40,0
520,2023-04-15,Politics Climate Climate Announces Announces Discovery Culture,world,Lisa Jones,analysis,world,1772,62,0
521,2024-11-26,Business Business Business News Innovation Results,science,David Garcia,feature,science,1696,50,1
522,2024-04-03,Breaking Announces Business Study Politics,science,Robert Johnson,news,science,772,42,0
523,2024-05-30,Market World Giant Climate World Business Election,politics,David Williams,feature,politics,1540,50,1
524,2025-04-18,Discovery Breaking Election Reveals Results Giant Results Tech,business,David Garcia,opinion,business,1229,62,0
525,2025-06-10,Reveals Breaking Tech World Breaking Government,culture,Emma Rodriguez,feature,culture,697,47,1
526,2023-05-19,Market Reveals Giant,politics,John Jones,feature,politics,226,20,1
527,2024-04-25,Crash Announces Crash Change Announces Reveals,science,Emma Garcia,opinion,science,1111,46,1
528,2025-04-22,New Climate Breaking Politics Results,culture,Lisa Davis,news,culture,1617,37,0
529,2023-09-07,Climate Announces Discovery Discovery Discovery,world,Jane Brown,news,world,1102,47,0
530,2023-11-26,Science Government Reveals Change Innovation,culture,Lisa Williams,analysis,culture,1845,44,0
531,2024-09-24,Tech Science Election Change Tech,science,Anna Martinez,analysis,science,1104,33,0
532,2023-07-14,Culture Crash Crash Crash Culture Innovation,business,Sarah Jones,analysis,business,1527,44,0
533,2025-12-17,Discovery World Climate Election Government Giant,business,Anna Williams,opinion,business,773,49,0
534,2025-09-14,Business Study New Giant Announces Election Change,tech,James Williams,opinion,tech,424,50,1
535,2023-01-08,Reveals World Giant Breaking,science,John Brown,analysis,science,438,28,0
536,2023-09-15,World Innovation Market Government Innovation,science,Robert Rodriguez,analysis,science,1443,45,0
537,2024-09-26,Breaking Government Study,business,James Johnson,news,business,670,25,0
538,2023-09-19,Culture Discovery Election Politics Crash Government Politics,tech,Lisa Davis,news,tech,849,61,0
539,2024-08-21,Study Discovery Climate Results Climate,politics,Michael Garcia,analysis,politics,1245,39,0
540,2025-07-16,Study World Results Climate World Politics World Tech,world,Lisa Martinez,news,world,1073,53,0
541,2023-07-25,Breaking Election World,tech,Michael Martinez,news,tech,1320,23,0
542,2023-07-18,Study News Giant News Tech Innovation,business,David Jones,analysis,business,1745,37,0
543,2024-04-03,Science Business Results Discovery Business Giant Change,world,Anna Smith,news,world,370,56,1
544,2025-12-14,Market Discovery Tech Climate Climate World Tech Giant,politics,Lisa Martinez,opinion,politics,768,54,0
545,2025-01-22,Discovery Announces Innovation World New Business Election Election,tech,Sarah Brown,news,tech,1618,67,1
546,2024-02-02,Government Change Politics Science,tech,Emma Williams,news,tech,1270,34,1
547,2025-03-28,Government News Breaking Culture Reveals Business,business,James Johnson,analysis,business,1442,49,0
548,2025-02-24,Announces Reveals World,culture,Sarah Williams,news,culture,734,23,0
549,2024-10-21,Change Discovery Announces Crash Discovery News Government,business,Anna Brown,feature,business,1908,58,0
550,2023-12-13,Election Innovation Election,politics,Lisa Miller,feature,politics,646,28,0
551,2024-11-01,Crash Climate Reveals Study Breaking Science,culture,James Brown,feature,culture,1022,44,0
552,2023-02-24,World Results Government Politics Crash Study Innovation Innovation,business,John Martinez,opinion,business,367,67,0
553,2025-05-25,Tech Reveals Election Innovation Breaking Breaking,science,David Brown,opinion,science,947,50,0
554,2025-12-03,New Science Science New Culture Crash,politics,Sarah Garcia,opinion,politics,1217,37,0
555,2025-05-09,Breaking Innovation Politics Politics Culture Results,world,Lisa Rodriguez,feature,world,352,53,0
556,2025-07-20,Giant Innovation Study Innovation,tech,John Williams,feature,tech,981,33,0
557,2024-06-18,Government Announces Innovation Crash New Reveals New,business,Sarah Miller,feature,business,1184,53,0
558,2023-07-13,News Giant Market,tech,Michael Williams,news,tech,910,17,1
559,2024-04-04,Innovation Science Science Science,politics,Michael Rodriguez,analysis,politics,1533,34,0
560,2024-07-29,News Market Change Study Tech World New Government,business,Jane Rodriguez,opinion,business,401,50,0
561,2025-09-24,Crash News Business Government Government Politics Climate Innovation,culture,Sarah Rodriguez,analysis,culture,583,69,0
562,2024-12-13,Crash New Reveals Announces,world,Lisa Davis,feature,world,492,27,0
563,2023-12-21,Reveals Politics New Change Business,tech,Michael Williams,feature,tech,774,36,0
564,2024-04-14,Government Politics News Breaking Crash Results Crash,business,Anna Rodriguez,feature,business,1039,53,0
565,2023-12-05,Culture Innovation Culture World Innovation Business,tech,Lisa Miller,analysis,tech,1394,52,1
566,2023-07-19,Business Announces Politics Innovation,business,Jane Johnson,analysis,business,427,38,0
567,2025-09-19,Election Government New,business,James Smith,feature,business,1175,23,1
568,2023-09-15,Breaking Reveals Crash Politics Science Discovery New News,tech,Anna Johnson,opinion,tech,476,58,0
569,2025-06-11,Science Announces Government News Discovery News Market,politics,Anna Jones,analysis,politics,515,55,0
570,2025-02-04,Culture Innovation Giant Giant Culture Market Market Crash,business,Lisa Miller,feature,business,908,58,0
571,2025-10-25,Culture Discovery Culture New Science,politics,Robert Smith,analysis,politics,937,37,0
572,2024-04-13,Breaking New Giant News,politics,Anna Rodriguez,analysis,politics,1633,23,0
573,2024-04-23,New News Announces Tech Science News Change Study,business,John Davis,feature,business,1312,49,1
574,2024-09-03,Politics Climate Innovation World,science,James Davis,news,science,636,33,0
575,2025-01-15,Politics Business World Discovery Breaking,science,Jane Rodriguez,feature,science,1122,42,1
576,2025-12-17,Discovery Change Reveals World Announces,science,David Johnson,opinion,science,495,40,0
577,2023-10-17,Discovery News Reveals,politics,Jane Davis,feature,politics,1278,22,0
578,2024-04-10,Election Change Reveals Results Reveals,business,Robert Johnson,analysis,business,1121,39,0
579,2024-05-02,Business Innovation Results New,science,Emma Garcia,analysis,science,1477,31,1
580,2025-03-24,Culture Politics Market Crash Climate Announces,politics,Jane Martinez,analysis,politics,1875,47,0
581,2024-08-13,Market Election Government Culture Crash Reveals Science,tech,David Martinez,opinion,tech,1614,56,0
582,2023-11-17,Study Crash Reveals Government Politics New Politics,business,Lisa Johnson,news,business,1914,52,0
583,2023-01-09,Reveals Crash Politics Government,tech,Sarah Miller,analysis,tech,268,33,0
584,2025-05-16,Study Change News Government Breaking Business Innovation Business,tech,Jane Rodriguez,news,tech,894,66,0
585,2023-10-08,Discovery Innovation Politics Science,tech,Jane Martinez,analysis,tech,1260,37,0
586,2024-10-03,Giant Discovery Business Crash,science,James Garcia,analysis,science,1614,30,0
587,2025-06-25,Election Results Market Innovation Market Breaking Results,science,James Garcia,analysis,science,460,58,1
588,2024-12-08,Breaking Innovation Election World Government Study,tech,Anna Smith,feature,tech,323,51,0
589,2025-11-29,Results Science Tech Giant,politics,Lisa Garcia,feature,politics,1022,26,0
590,2025-10-16,Reveals Change Election,world,Jane Williams,opinion,world,318,23,1
591,2023-01-18,Announces Crash Crash,culture,Emma Rodriguez,feature,culture,1182,21,0
592,2025-08-07,Tech World Culture Innovation Climate Culture Innovation Government,tech,Jane Johnson,analysis,tech,1330,67,0
593,2024-02-02,Climate Innovation Reveals Climate Announces Giant Business Change,culture,Lisa Williams,news,culture,1084,66,1
594,2025-08-20,Election Tech Election Climate Culture Culture,politics,Sarah Johnson,feature,politics,1262,46,0
595,2023-12-14,News Study Innovation Market,politics,Anna Davis,analysis,politics,246,28,0
596,2023-03-08,Breaking Politics Change Crash Election Study Innovation Study,politics,Michael Garcia,news,politics,1030,62,0
597,2025-05-27,Innovation Politics Politics Study Election Election World Giant,science,Sarah Davis,feature,science,1236,64,0
598,2024-01-18,Change Business Business Culture Announces Results Giant News,world,Jane Jones,news,world,387,61,0
599,2023-05-31,Giant Market Science Climate World World Climate Discovery,politics,Jane Rodriguez,news,politics,1452,58,0
600,2024-08-13,Results Election Breaking World,business,Emma Davis,news,business,572,31,0
601,2024-04-15,Crash Science Business Giant Election,world,Jane Martinez,analysis,world,1404,37,0
602,2025-10-11,Tech Discovery Market Discovery Crash,tech,Robert Brown,analysis,tech,729,37,0
603,2023-12-10,Innovation Giant Breaking Discovery Giant New New,science,Sarah Davis,analysis,science,724,49,0
604,2023-06-17,Discovery News Change World Results World Business,culture,Sarah Garcia,news,culture,1765,50,0
605,2023-06-10,Science World Tech,politics,Sarah Johnson,news,politics,581,18,1
606,2024-02-25,Breaking Discovery Announces Business Innovation Innovation,culture,Emma Garcia,opinion,culture,392,59,0
